School,Sport,Division,Conference,Roster URL 2024 (candidate),Method,Roster URL 2025 (known good),2025 Player Count,Status,Notes
Boston University,womens-soccer,NCAA D1,Patriot,https://goterriers.com/sports/womens-soccer/roster/giulianna-gianino/26462,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251018004617/https://goterriers.com/sports/womens-soccer/roster/giulianna-gianino/26462,34,todo,
Bowdoin,mens-soccer,NCAA D3,NESCAC,https://athletics.bowdoin.edu/sports/mens-soccer/roster/2024,year-swap (direct),https://athletics.bowdoin.edu/sports/mens-soccer/roster/2025,28,todo,
Bowdoin College,womens-soccer,NCAA D3,New England Small College Athletic Conference,https://athletics.bowdoin.edu/sports/womens-soccer/roster/2024,year-swap (direct),https://athletics.bowdoin.edu/sports/womens-soccer/roster/2025,28,todo,
Bowling Green,mens-soccer,NCAA D1,MAC,https://bgsufalcons.com/sports/mens-soccer/roster/2024,year-swap (direct),https://bgsufalcons.com/sports/mens-soccer/roster/2025,27,todo,
Bowling Green,womens-soccer,NCAA D1,MAC,https://bgsufalcons.com/sports/womens-soccer/roster/2024,year-swap (direct),https://bgsufalcons.com/sports/womens-soccer/roster/2025,31,todo,
Bradley,mens-soccer,NCAA D1,MVC,https://bradleybraves.com/roster.aspx?rp_id=14134,no year in URL — check the site for a 2024 season selector,https://bradleybraves.com/roster.aspx?rp_id=14134,22,todo,
Brandeis,mens-soccer,NCAA D3,UAA,https://brandeisjudges.com/sports/mens-soccer/roster/2024,year-swap (direct),https://brandeisjudges.com/sports/mens-soccer/roster/2025,29,todo,
Brandeis University,womens-soccer,NCAA D3,University Athletic Association,https://brandeisjudges.com/sports/womens-soccer/roster/2024,year-swap (direct),https://brandeisjudges.com/sports/womens-soccer/roster/2025,27,todo,
Brevard,mens-soccer,NCAA D3,SAA,https://bctornados.com/sports/mens-soccer/roster/2024,year-swap (direct),https://bctornados.com/sports/mens-soccer/roster/2025,37,todo,
Brevard College,womens-soccer,NCAA D3,USA South Athletic Conference,https://bctornados.com/sports/womens-soccer/roster/2024,year-swap (direct),https://bctornados.com/sports/womens-soccer/roster/2025,36,todo,
Bridgewater (VA),mens-soccer,NCAA D3,ODAC,https://bridgewatereagles.com/sports/mens-soccer/roster/2024,year-swap (direct),https://bridgewatereagles.com/sports/mens-soccer/roster/2025,31,todo,
Bridgewater College,womens-soccer,NCAA D3,Old Dominion Athletic Conference,https://bridgewatereagles.com/sports/womens-soccer/roster/2024,year-swap (direct),https://bridgewatereagles.com/sports/womens-soccer/roster/2025,30,todo,
Bridgewater State,mens-soccer,NCAA D3,MASCAC,https://bsubears.com/sports/msoc/2024-26/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20250908211300/https://bsubears.com/sports/msoc/2025-26/roster,31,todo,
Bridgewater State University,womens-soccer,NCAA D3,Massachusetts State Collegiate Athletic Conference,https://bsubears.com/sports/wsoc/2024-26/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20250908211226/https://bsubears.com/sports/wsoc/2025-26/roster,27,todo,
Brown,mens-soccer,NCAA D1,Ivy League,https://brownbears.com/sports/mens-soccer/roster/2024,year-swap (direct),https://brownbears.com/sports/mens-soccer/roster/2025,27,todo,
Brown,womens-soccer,NCAA D1,Ivy League,https://brownbears.com/sports/womens-soccer/roster/,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20260106165331/https://brownbears.com/sports/womens-soccer/roster/,28,todo,
Bryant,mens-soccer,NCAA D1,America East,https://bryantbulldogs.com/sports/mens-soccer/roster/2024,year-swap (direct),https://bryantbulldogs.com/sports/mens-soccer/roster/2025,33,todo,
Bryant,womens-soccer,NCAA D1,America East,https://bryantbulldogs.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20250928104716/https://bryantbulldogs.com/sports/womens-soccer/roster,35,todo,
Bryn Mawr College,womens-soccer,NCAA D3,Centennial Conference,https://gobrynmawr.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gobrynmawr.com/sports/womens-soccer/roster/2025,24,todo,
Bucknell,mens-soccer,NCAA D1,Patriot League,https://bucknellbison.com/sports/mens-soccer/roster/2024,year-swap (direct),https://bucknellbison.com/sports/mens-soccer/roster/2025,28,todo,
Bucknell,womens-soccer,NCAA D1,Patriot,https://bucknellbison.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251104201344/https://bucknellbison.com/sports/womens-soccer/roster,30,todo,
Buena Vista,mens-soccer,NCAA D3,Iowa Conference,https://bvuathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://bvuathletics.com/sports/mens-soccer/roster/2025,34,todo,
Buena Vista University,womens-soccer,NCAA D3,American Rivers Conference,https://bvuathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://bvuathletics.com/sports/womens-soccer/roster/2025,22,todo,
Buffalo,womens-soccer,NCAA D1,MAC,https://ubbulls.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251226033635/https://ubbulls.com/sports/womens-soccer/roster,28,todo,
Butler,mens-soccer,NCAA D1,Big East,https://butlersports.com/sports/mens-soccer/roster/2024,year-swap (direct),https://butlersports.com/sports/mens-soccer/roster/2025,28,todo,
Butler,womens-soccer,NCAA D1,Big East,https://butlersports.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251019023418/https://butlersports.com/sports/womens-soccer/roster,24,todo,
CSUN,mens-soccer,NCAA D1,Big West,https://gomatadors.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gomatadors.com/sports/mens-soccer/roster/2025,33,todo,
CUNY Brooklyn College,womens-soccer,NCAA D3,City University of New York Athletic Conference,https://brooklyncollegeathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://brooklyncollegeathletics.com/sports/womens-soccer/roster/2025,19,todo,
CUNY City College,womens-soccer,NCAA D3,City University of New York Athletic Conference,https://ccnyathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://ccnyathletics.com/sports/womens-soccer/roster/2025,19,todo,
CUNY John Jay College of Criminal Justice,womens-soccer,NCAA D3,City University of New York Athletic Conference,https://johnjayathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://johnjayathletics.com/sports/womens-soccer/roster/2025,22,todo,
CUNY Lehman College,womens-soccer,NCAA D3,City University of New York Athletic Conference,https://lehmanathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://lehmanathletics.com/sports/womens-soccer/roster/2025,16,todo,
CUNY Medgar Evers College,womens-soccer,NCAA D3,City University of New York Athletic Conference,https://mecathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://mecathletics.com/sports/womens-soccer/roster/2025,9,todo,
CUNY York College,womens-soccer,NCAA D3,City University of New York Athletic Conference,https://yorkathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://yorkathletics.com/sports/womens-soccer/roster/2025,16,todo,
Cairn,mens-soccer,NCAA D3,CSAC,https://www.cairnhighlanders.com/sports/mens-soccer/roster/2024,year-swap (direct),https://www.cairnhighlanders.com/sports/mens-soccer/roster/2025,37,todo,
Cairn University,womens-soccer,NCAA D3,United East Conference,https://cairnhighlanders.com/sports/womens-soccer/roster/2024,year-swap (direct),https://cairnhighlanders.com/sports/womens-soccer/roster/2025,18,todo,
Cal Lutheran,mens-soccer,NCAA D3,SCIAC,https://clusports.com/sports/msoc/roster/2024,year-swap (direct),https://clusports.com/sports/msoc/roster/2025,42,todo,
Cal Poly,mens-soccer,NCAA D1,Big West,https://gopoly.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gopoly.com/sports/mens-soccer/roster/2025,31,todo,
Cal Poly,womens-soccer,NCAA D1,Big West,https://gopoly.com/sports/womens-soccer/roster/jessie-halladay/9989,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251010203736/https://gopoly.com/sports/womens-soccer/roster/jessie-halladay/9989,35,todo,
Cal Poly Humboldt,mens-soccer,NCAA D2,GNAC,https://humboldtathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://humboldtathletics.com/sports/mens-soccer/roster/2025,33,todo,
Cal Poly Humboldt,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://humboldtathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://humboldtathletics.com/sports/womens-soccer/roster/2025,31,todo,
Cal Poly Pomona,mens-soccer,NCAA D2,CCAA,https://broncoathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://broncoathletics.com/sports/mens-soccer/roster/2025,34,todo,
Cal Poly Pomona,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://broncoathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://broncoathletics.com/sports/womens-soccer/roster/2025,32,todo,
Cal State Bakersfield,mens-soccer,NCAA D1,WAC,https://gorunners.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gorunners.com/sports/mens-soccer/roster/2025,28,todo,
Cal State Bakersfield,womens-soccer,NCAA D1,Big West,https://gorunners.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251218162630/https://gorunners.com/sports/womens-soccer/roster,32,todo,
Cal State Dominguez Hills,mens-soccer,NCAA D2,CCAA,https://gotoros.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gotoros.com/sports/mens-soccer/roster/2025,33,todo,
Cal State Dominguez Hills,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://gotoros.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gotoros.com/sports/womens-soccer/roster/2025,32,todo,
Cal State East Bay,mens-soccer,NCAA D2,CCAA,https://eastbaypioneers.com/sports/mens-soccer/roster/2024,year-swap (direct),https://eastbaypioneers.com/sports/mens-soccer/roster/2025,31,todo,
Cal State East Bay,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://eastbaypioneers.com/sports/womens-soccer/roster/2024,year-swap (direct),https://eastbaypioneers.com/sports/womens-soccer/roster/2025,25,todo,
Cal State Fullerton,mens-soccer,NCAA D1,Big West,https://fullertontitans.com/sports/mens-soccer/roster/2024,year-swap (direct),https://fullertontitans.com/sports/mens-soccer/roster/2025,34,todo,
Cal State Fullerton,womens-soccer,NCAA D1,Big West,https://fullertontitans.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251204030244/https://fullertontitans.com/sports/womens-soccer/roster,28,todo,
Cal State LA,mens-soccer,NCAA D2,CCAA,https://lagoldeneagles.com/sports/mens-soccer/roster/2024,year-swap (direct),https://lagoldeneagles.com/sports/mens-soccer/roster/2025,30,todo,
Cal State Los Angeles,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://lagoldeneagles.com/sports/womens-soccer/roster/2024,year-swap (direct),https://lagoldeneagles.com/sports/womens-soccer/roster/2025,36,todo,
Cal State Monterey Bay,mens-soccer,NCAA D2,CCAA,https://otterathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://otterathletics.com/sports/mens-soccer/roster/2025,33,todo,
Cal State Monterey Bay,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://otterathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://otterathletics.com/sports/womens-soccer/roster/2025,36,todo,
Cal State Northridge,womens-soccer,NCAA D1,Big West,https://gomatadors.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gomatadors.com/sports/womens-soccer/roster/2025,22,todo,
Cal State San Bernardino,mens-soccer,NCAA D2,CCAA,https://csusbathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://csusbathletics.com/sports/mens-soccer/roster/2025,34,todo,
Cal State San Bernardino,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://csusbathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://csusbathletics.com/sports/womens-soccer/roster/2025,39,todo,
Cal State San Marcos,mens-soccer,NCAA D2,CCAA,https://csusmcougars.com/sports/mens-soccer/roster/2024,year-swap (direct),https://csusmcougars.com/sports/mens-soccer/roster/2025,31,todo,
Cal State San Marcos,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://csusmcougars.com/sports/womens-soccer/roster/2024,year-swap (direct),https://csusmcougars.com/sports/womens-soccer/roster/2025,32,todo,
Cal State Stanislaus,mens-soccer,NCAA D2,CCAA,https://warriorathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://warriorathletics.com/sports/mens-soccer/roster/2025,29,todo,
Cal State Stanislaus,womens-soccer,NCAA D2,California Collegiate Athletic Association,https://warriorathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://warriorathletics.com/sports/womens-soccer/roster/2025,35,todo,
Caldwell,mens-soccer,NCAA D2,Northeast-10,https://caldwellathletics.com/sports/mens-soccer/roster/2024,year-swap (direct),https://caldwellathletics.com/sports/mens-soccer/roster/2025,44,todo,
Caldwell,womens-soccer,NCAA D2,Central Atlantic Collegiate Conference,https://caldwellathletics.com/sports/womens-soccer/roster/2024,year-swap (direct),https://caldwellathletics.com/sports/womens-soccer/roster/2025,40,todo,
California,mens-soccer,NCAA D1,ACC,https://calbears.com/sports/mens-soccer/roster/2024,year-swap (direct),https://calbears.com/sports/mens-soccer/roster/2025,32,todo,
California,womens-soccer,NCAA D1,ACC,https://calbears.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20250913060634/https://calbears.com/sports/womens-soccer/roster,29,todo,
California Baptist,mens-soccer,NCAA D1,WAC,https://cbulancers.com/sports/mens-soccer/roster/2024,year-swap (direct),https://cbulancers.com/sports/mens-soccer/roster/2025,28,todo,
California Baptist,womens-soccer,NCAA D1,Big West,https://cbulancers.com/sports/womens-soccer/roster/,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251009210040/https://cbulancers.com/sports/womens-soccer/roster/,24,todo,
California Institute of Technology,womens-soccer,NCAA D3,Southern California Intercollegiate Athletic Conference,https://gocaltech.com/sports/womens-soccer/roster/2024,year-swap (direct),https://gocaltech.com/sports/womens-soccer/roster/2025,18,todo,
California Lutheran University,womens-soccer,NCAA D3,Southern California Intercollegiate Athletic Conference,https://clusports.com/sports/womens-soccer/roster/2024,year-swap (direct),https://clusports.com/sports/womens-soccer/roster/2025,34,todo,
Caltech,mens-soccer,NCAA D3,SCIAC,https://gocaltech.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gocaltech.com/sports/mens-soccer/roster/2025,28,todo,
Calvin,mens-soccer,NCAA D3,MIAA-D3,https://calvinknights.com/sports/mens-soccer/roster/2024,year-swap (direct),https://calvinknights.com/sports/mens-soccer/roster/2025,29,todo,
Calvin University,womens-soccer,NCAA D3,Michigan Intercollegiate Athletic Association,https://calvinknights.com/sports/womens-soccer/roster/2024,year-swap (direct),https://calvinknights.com/sports/womens-soccer/roster/2025,30,todo,
Campbell,mens-soccer,NCAA D1,Big South,https://gocamels.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gocamels.com/sports/mens-soccer/roster/2025,30,todo,
Campbell,womens-soccer,NCAA D1,CAA,https://gocamels.com/sports/womens-soccer/roster,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251007192204/https://gocamels.com/sports/womens-soccer/roster,28,todo,
Canisius,mens-soccer,NCAA D1,MAAC,https://gogriffs.com/sports/mens-soccer/roster/2024,year-swap (direct),https://gogriffs.com/sports/mens-soccer/roster/2025,30,todo,
Canisius,womens-soccer,NCAA D1,Metro,https://gogriffs.com/sports/womens-soccer/roster/jessica-whitaker/9052,wayback — query the CDX API for a late-2024 snapshot of this URL,https://web.archive.org/web/20251007072129/https://gogriffs.com/sports/womens-soccer/roster/jessica-whitaker/9052,26,todo,
